model,n_subjects,mse_mean,mae_mean,r2_mean,mamba_mse_mean,mamba_mae_mean,mamba_r2_mean
masked_transformer_ae,28,207572.55327712637,6.963003993034363,0.034491969006402154,28328.754064140045,0.600278072857431,0.716562596814973
patch_transformer_ae,28,207371.0250690196,6.935845243079322,0.041452539818627496,28328.754064140045,0.600278072857431,0.716562596814973
tcn_ae,28,191933.2037920941,3.1489984318614006,0.44401959649154116,28328.754064140045,0.600278072857431,0.716562596814973
timesnet_ae,28,191941.23109759603,3.3409723171166013,0.08050268249852317,28328.754064140045,0.600278072857431,0.716562596814973
